,0
3636,16.445307
3637,15.3742285
3638,14.02579
3639,14.536364
3640,14.064255
3641,15.810373
3642,15.233539
3643,14.65006
3644,18.105116
3645,18.8031
3646,19.770716
3647,18.686605
3648,22.85049
3649,25.261549
3650,21.150314
3651,22.858427
3652,22.194643
3653,20.934435
3654,21.052992
3655,18.100855
3656,16.945065
3657,15.86123
3658,14.488481
3659,14.459668
3660,14.589301
3661,14.939446
3662,13.188339
3663,13.445933
3664,13.236538
3665,13.25424
3666,13.334091
3667,13.30033
3668,13.403401
3669,13.573899
3670,15.831834
3671,17.029736
3672,18.035227
3673,18.154295
3674,16.86515
3675,16.801842
3676,15.769089
3677,13.522417
3678,13.685383
3679,14.616085
3680,14.665562
3681,14.705334
3682,13.49662
3683,13.890462
3684,13.766801
3685,13.318196
3686,13.826758
3687,13.397564
3688,12.818746
3689,12.744752
3690,12.765294
3691,12.722034
3692,13.377551
3693,15.587823
3694,18.037947
3695,18.770243
3696,19.035402
3697,20.06216
3698,20.115173
3699,19.189796
3700,20.322628
3701,20.25666
3702,19.256056
3703,18.596413
3704,18.457355
3705,17.377977
3706,15.9660635
3707,15.249004
3708,15.253485
3709,14.47259
3710,14.402459
3711,14.417483
3712,14.412508
3713,14.34052
3714,13.926108
3715,15.594866
3716,15.6920805
3717,16.827297
3718,18.205343
3719,17.274403
3720,18.419724
3721,19.069963
3722,21.379322
3723,22.77965
3724,23.656214
3725,23.796059
3726,24.18548
3727,24.497972
3728,22.652462
3729,21.622786
3730,18.25981
3731,16.38133
3732,14.885225
3733,14.062591
3734,12.889718
3735,13.025087
3736,13.270529
3737,11.595277
3738,11.069365
3739,13.3217945
3740,18.071745
3741,22.236935
3742,23.829338
3743,25.563343
3744,25.736122
3745,26.873707
3746,27.009367
3747,27.57591
3748,26.90483
3749,26.774113
3750,27.128973
3751,25.46588
3752,24.380276
3753,23.86082
3754,20.267647
3755,20.115307
3756,20.24984
3757,19.316847
3758,18.75247
3759,18.441725
3760,17.073137
3761,16.46866
3762,16.7554
3763,18.098269
3764,18.178856
3765,21.010418
3766,22.174013
3767,22.448957
3768,23.808365
3769,23.87207
3770,23.708324
3771,25.289518
3772,26.426205
3773,23.592884
3774,24.449785
3775,23.644417
3776,23.569288
3777,22.29209
3778,21.137983
3779,20.462746
3780,19.906006
3781,18.685867
3782,17.650394
3783,17.437584
3784,17.634012
3785,16.961914
3786,16.210253
3787,18.200144
3788,19.95969
3789,21.060308
3790,23.64543
3791,25.395575
3792,26.587496
3793,26.920897
3794,28.403254
3795,27.3938
3796,27.991964
3797,26.69108
3798,26.855827
3799,25.361204
3800,21.448608
3801,20.167799
3802,19.030394
3803,18.785677
3804,18.408684
3805,17.197226
3806,16.52251
3807,15.976105
3808,14.764284
3809,15.24411
3810,15.86383
3811,16.96865
3812,21.234034
3813,24.400524
3814,26.965855
3815,30.010187
3816,31.076065
3817,31.244795
3818,32.219807
3819,32.25727
3820,32.408714
3821,32.448093
3822,32.434464
3823,32.445454
3824,30.307716
3825,27.186892
3826,23.706644
3827,21.766224
3828,19.84199
3829,15.858846
3830,15.670403
3831,14.781371
3832,13.808037
3833,13.831073
3834,14.0188055
3835,16.929344
3836,18.029297
3837,19.932657
3838,22.472506
3839,23.76115
3840,24.49291
3841,24.4049
3842,25.562218
3843,25.73944
3844,26.971712
3845,27.221697
3846,26.019268
3847,25.927277
3848,25.918884
3849,24.119164
3850,21.253765
3851,20.087862
3852,17.894793
3853,19.391891
3854,19.345682
3855,18.449854
3856,17.61139
3857,16.994951
3858,16.810692
3859,18.815702
3860,23.401117
3861,25.650558
3862,30.57239
3863,31.716984
3864,32.603233
3865,32.85137
3866,34.18895
3867,33.902225
3868,30.213543
3869,29.878986
3870,27.974274
3871,30.045065
3872,28.039026
3873,26.746902
3874,23.819483
3875,23.242374
3876,23.58498
3877,21.75182
3878,20.65702
3879,19.60007
3880,18.925493
3881,17.678606
3882,17.689083
3883,18.191025
3884,18.852835
3885,20.141575
3886,21.445972
3887,23.83228
3888,25.502434
3889,26.775335
3890,26.97913
3891,28.244062
3892,28.50859
3893,29.523056
3894,29.493834
3895,28.317167
3896,26.73284
3897,24.11343
3898,20.179056
3899,19.899965
3900,18.93308
3901,17.43076
3902,16.369518
3903,16.536612
3904,15.154399
3905,15.172302
3906,15.318059
3907,18.133286
3908,18.792042
3909,22.624676
3910,24.475756
3911,26.942978
3912,28.170067
3913,29.758854
3914,29.67603
3915,30.2203
3916,31.380735
3917,30.327297
3918,30.372631
3919,30.343004
3920,29.735811
3921,27.095505
3922,24.329233
3923,21.830374
3924,20.404833
3925,20.405035
3926,20.399578
3927,19.558176
3928,18.800611
3929,18.211987
3930,16.685144
3931,19.862297
3932,22.45945
3933,23.815744
3934,25.637238
3935,28.332863
3936,29.444284
3937,30.114023
3938,31.337643
3939,30.380266
3940,31.290312
3941,31.23506
3942,30.215624
3943,30.297604
3944,28.067093
3945,26.164267
3946,23.784292
3947,21.442324
3948,20.10138
3949,18.851429
3950,17.657513
3951,17.924524
3952,17.171015
3953,15.91992
3954,15.601713
3955,18.079697
3956,23.459358
3957,25.43319
3958,26.99321
3959,27.789122
3960,29.56288
3961,29.65861
3962,31.350216
3963,30.887465
3964,31.274706
3965,30.37534
3966,30.671932
3967,30.256395
3968,30.042215
3969,25.013166
3970,23.73021
3971,21.986168
3972,21.652662
3973,20.99408
3974,19.368612
3975,19.69499
3976,18.835325
3977,18.234028
3978,18.585646
3979,18.806135
3980,22.416677
3981,23.57226
3982,24.245913
3983,25.535715
3984,26.727114
3985,27.914083
3986,29.914822
3987,30.65806
3988,32.063198
3989,30.710625
3990,30.412579
3991,30.054424
3992,26.357185
3993,23.735622
3994,22.242474
3995,21.106876
3996,20.120789
3997,6.164405
3998,6.311478
3999,6.334516
4000,5.8786726
4001,5.7955303
4002,5.3129153
4003,5.306212
4004,6.1109204
4005,6.451693
4006,7.478335
4007,7.6651363
4008,8.210211
4009,8.282986
4010,9.356804
4011,8.294497
4012,8.250012
4013,8.205502
4014,7.5566316
4015,7.6299424
4016,6.433309
4017,5.2444153
4018,5.671241
4019,4.632452
4020,4.53973
4021,1.2502946
4022,1.9001297
4023,0.2587806
4024,0.13160264
4025,-0.106390834
4026,-0.8496934
4027,-1.0388781
4028,0.06950033
4029,5.0375915
4030,7.9670606
4031,10.480217
4032,13.124711
4033,13.609468
4034,14.860997
4035,15.050368
4036,14.903284
4037,13.851481
4038,13.210971
4039,11.017906
4040,9.542253
4041,8.195773
4042,7.538881
4043,7.6049914
4044,6.8508925
4045,6.230637
4046,5.3615384
4047,4.5121484
4048,3.7854137
4049,3.5302572
4050,2.2736275
4051,1.219648
4052,2.9537692
4053,6.235446
4054,10.368177
4055,11.840932
4056,13.699326
4057,15.096059
4058,16.01528
4059,17.123802
4060,14.837753
4061,15.735419
4062,12.9255
4063,11.606266
4064,10.253103
4065,9.136512
4066,8.513809
4067,7.76374
4068,7.3383336
4069,7.2815776
4070,8.08487
4071,6.8262353
4072,7.270709
4073,6.704265
4074,5.3513126
4075,5.318376
4076,5.2690825
4077,5.3763742
4078,5.4336543
4079,6.2961645
4080,6.4206176
4081,7.302478
4082,7.3110766
4083,6.3662806
4084,6.383567
4085,6.258941
4086,6.338567
4087,6.3456426
4088,5.363532
4089,5.2508693
4090,5.217617
4091,5.125618
4092,5.2118597
4093,4.696471
4094,4.245723
4095,4.062147
4096,4.0422125
4097,3.6010656
4098,4.106446
4099,4.2294054
4100,4.12211
4101,5.188504
4102,5.1707606
4103,6.0207396
4104,7.4365654
4105,8.058641
4106,7.558959
4107,8.132542
4108,8.176936
4109,8.085861
4110,8.129731
4111,5.3368607
4112,3.772184
4113,4.2148905
4114,4.5842195
4115,5.5889206
4116,5.726971
4117,5.810837
4118,4.903003
4119,5.226943
4120,4.494995
4121,4.67715
4122,4.201518
4123,4.134187
4124,4.379619
4125,5.3845186
4126,6.1129627
4127,6.6166296
4128,7.783868
4129,8.430323
4130,8.705404
4131,7.76614
4132,7.779435
4133,6.9749837
4134,6.511049
4135,6.5938153
4136,5.745271
4137,4.283274
4138,4.1702385
4139,4.14707
4140,3.4835448
4141,1.5798752
4142,1.785125
4143,1.765904
4144,2.2271147
4145,2.2711425
4146,2.2986002
4147,1.6397067
4148,2.0399446
4149,2.999692
4150,4.9602194
4151,7.712781
4152,9.531637
4153,11.727192
4154,12.787174
4155,12.920041
4156,12.902831
4157,11.75885
4158,10.868272
4159,10.3920555
4160,9.250985
4161,9.196396
4162,9.253202
4163,8.922688
4164,8.622045
4165,8.533286
4166,7.79784
4167,7.46247
4168,7.9513197
4169,7.0929227
4170,6.2571745
4171,6.1722245
4172,7.0000095
4173,9.407923
4174,11.614668
4175,12.666123
4176,13.5095215
4177,13.625874
4178,14.706925
4179,14.845025
4180,14.898173
4181,14.788864
4182,12.971219
4183,10.857782
4184,9.315605
4185,8.092544
4186,8.146643
4187,7.214278
4188,6.757744
4189,6.186172
4190,5.948695
4191,5.4889627
4192,5.4653854
4193,5.0299683
4194,2.2618504
4195,2.4537182
4196,3.9393125
4197,7.5550885
4198,10.28837
4199,11.621144
4200,13.148964
4201,13.728532
4202,13.850321
4203,14.950627
4204,14.9562025
4205,14.932577
4206,13.750175
4207,11.727944
4208,8.016112
4209,6.9598007
4210,6.144421
4211,5.8189454
4212,3.8387647
4213,5.4774504
4214,5.6223373
4215,5.390283
4216,4.200864
4217,2.6525025
4218,2.1016736
4219,2.1548624
4220,4.484843
4221,7.345158
4222,9.525847
4223,9.820108
4224,11.068244
4225,11.866557
4226,12.945067
4227,13.100131
4228,12.92613
4229,12.919064
4230,11.162321
4231,7.787752
4232,6.6634026
4233,3.9787784
4234,4.286228
4235,3.9220853
4236,2.6721582
4237,3.370946
4238,2.937295
4239,3.6456904
4240,1.9842038
4241,1.1524658
4242,0.3084787
4243,1.2351861
4244,2.2176762
4245,5.0192575
4246,6.381893
4247,8.156785
4248,9.316808
4249,11.262258
4250,11.587367
4251,11.648844
4252,11.76737
4253,11.611286
4254,10.617387
4255,8.501026
4256,6.796318
4257,6.069115
4258,5.7861805
4259,4.700234
4260,2.8296208
4261,4.521395
4262,4.346902
4263,4.505587
4264,3.4565754
4265,3.9775133
4266,2.962277
4267,2.9520006
4268,5.1325808
4269,6.2683363
4270,9.166442
4271,12.688087
4272,13.036192
4273,13.476406
4274,13.683618
4275,13.430062
4276,12.730925
4277,11.683936
4278,10.238492
4279,9.421012
4280,9.370132
4281,9.370607
4282,9.204824
4283,8.660901
4284,8.049174
4285,2.0600514
4286,1.4015596
4287,1.6962162
4288,0.7323283
4289,0.27586114
4290,-0.76981914
4291,-1.0734988
4292,1.1474755
4293,2.26582
4294,6.530671
4295,8.573553
4296,8.947979
4297,11.036252
4298,11.284506
4299,11.020591
4300,11.640464
4301,11.580391
4302,11.152971
4303,9.5197
4304,6.8625526
4305,3.7627888
4306,3.797471
4307,2.6525025
4308,1.6822232
4309,1.6812977
4310,1.4712095
4311,0.58339584
4312,0.046375632
4313,-0.18270743
4314,-0.8264035
4315,0.06406319
4316,2.1255946
4317,5.1768894
4318,8.388756
4319,11.889936
4320,13.105687
4321,14.878902
4322,14.949214
4323,16.309752
4324,16.338814
4325,16.136366
4326,13.726021
4327,11.094229
4328,9.832893
4329,7.9818783
4330,7.2623043
4331,6.3355336
4332,3.7932892
4333,2.6525025
4334,2.6938553
4335,0.7647284
4336,1.659181
4337,1.366792
4338,0.94085
4339,1.6948014
4340,2.6714654
4341,6.42644
4342,10.255953
4343,12.75099
4344,13.080586
4345,13.211849
4346,13.428807
4347,13.149266
4348,13.1957245
4349,13.060803
4350,12.952344
4351,11.669537
4352,10.353982
4353,9.449875
4354,8.631952
4355,7.0487003
4356,5.7795863
4357,3.1235523
4358,2.6525025
4359,2.0886815
4360,1.694239
4361,1.2526637
4362,1.1590507
4363,1.132124
4364,1.9478263
4365,2.6525025
4366,5.1655197
4367,8.084294
4368,9.663034
4369,11.795486
4370,13.111425
4371,13.192265
4372,13.77232
4373,13.857185
4374,13.096029
4375,10.588767
4376,8.781907
4377,8.109301
4378,7.866145
4379,6.1419444
4380,6.0015373
4381,4.397258
4382,3.7665663
4383,2.2535076
4384,2.1896858
4385,2.5895882
4386,2.6525025
4387,2.1657138
4388,3.6496024
4389,7.6314454
4390,11.672129
4391,12.672203
4392,13.513776
4393,14.733238
4394,15.997735
4395,17.14886
4396,18.31312
4397,18.40027
4398,17.205135
4399,13.653103
4400,12.826483
4401,11.622033
4402,10.213684
4403,9.927418
4404,9.877217
4405,10.100146
4406,9.59499
4407,8.5516815
4408,7.889638
4409,7.942308
4410,7.3195443
4411,7.8298903
4412,9.279074
4413,12.695707
4414,13.421369
4415,14.720395
4416,18.061245
4417,18.691458
4418,19.611624
4419,18.825836
4420,17.159868
4421,16.077393
4422,15.921609
4423,13.524417
4424,12.766487
4425,12.673989
4426,12.666813
4427,11.602465
4428,10.201624
4429,10.115602
4430,11.294966
4431,11.355606
4432,11.259623
4433,9.951366
4434,8.959393
4435,9.073232
4436,11.430126
4437,13.31411
4438,14.503896
4439,16.97157
4440,18.776573
4441,18.907797
4442,21.106117
4443,21.391188
4444,21.43647
4445,21.462858
4446,21.316223
4447,18.389036
4448,16.03671
4449,15.679409
4450,16.00451
4451,13.667522
4452,11.591945
4453,12.178819
4454,9.963319
4455,7.7069283
4456,7.6702895
4457,7.75039
4458,7.9813156
4459,7.475811
4460,10.28499
4461,13.423846
4462,16.985016
4463,18.41196
4464,17.114836
4465,18.27882
4466,18.63914
4467,19.653568
4468,18.518866
4469,16.678112
4470,14.290845
4471,12.777617
4472,11.913653
4473,10.127173
4474,9.713408
4475,8.799211
4476,9.268597
4477,8.614494
4478,8.635511
4479,8.632848
4480,8.622554
4481,8.041854
4482,7.492653
4483,7.4765296
4484,7.5144186
4485,7.9496374
4486,8.936577
4487,9.136588
4488,10.13542
4489,11.482554
4490,12.582611
4491,12.876625
4492,12.940682
4493,11.571921
4494,11.588523
4495,10.449286
4496,10.275563
4497,9.522845
4498,9.327081
4499,8.868804
4500,8.727279
4501,8.087154
4502,8.209137
4503,7.425518
4504,6.696494
4505,6.550123
4506,5.9790654
4507,4.6672196
4508,5.887246
4509,7.3205605
4510,9.425098
4511,11.4838505
4512,11.788437
4513,13.006144
4514,14.5916195
4515,14.58793
4516,14.80536
4517,14.562045
4518,13.523895
4519,10.882256
4520,10.8675165
4521,11.457139
4522,10.1747675
4523,8.261223
4524,7.370654
4525,6.7359843
4526,5.6922283
4527,5.273772
4528,4.632616
4529,3.963996
4530,6.261158
4531,4.9994144
4532,5.2366705
4533,7.5034347
4534,7.9411187
4535,8.185621
4536,8.219263
4537,9.394992
4538,9.403253
4539,9.542216
4540,8.70908
4541,7.7296634
4542,4.2148623
4543,3.440846
4544,2.2858849
4545,2.9214458
4546,1.6482018
4547,1.6350635
4548,7.5444884
4549,8.22215
4550,8.756967
4551,8.257076
4552,8.261244
4553,8.125538
4554,7.4596634
4555,8.139902
4556,8.156156
4557,8.231553
4558,8.336479
4559,10.902339
4560,11.85125
4561,12.857939
4562,14.547325
4563,15.86983
4564,15.68316
4565,13.617588
4566,11.533418
4567,9.39866
4568,9.389506
4569,9.951343
4570,9.430402
4571,8.649148
4572,7.2239804
4573,6.0122633
4574,5.5530186
4575,4.389085
4576,3.520784
4577,2.6774921
4578,2.6525025
4579,3.5941067
4580,5.8779383
4581,8.0834055
4582,9.266974
4583,11.003636
4584,11.271924
4585,11.910337
4586,12.341799
4587,13.120317
4588,14.844825
4589,15.01982
4590,14.829455
4591,13.035833
4592,12.018015
4593,10.974662
4594,10.872931
4595,10.030888
4596,0.7153512
4597,0.1142441
4598,0.21100628
4599,-1.2804109
4600,-0.5797702
4601,-0.92327034
4602,-2.135191
4603,0.19090807
4604,2.3928666
4605,5.269968
4606,7.969995
4607,9.289402
4608,11.234945
4609,11.721101
4610,11.021178
4611,10.955487
4612,10.029535
4613,9.808033
4614,8.083623
4615,7.5446815
4616,6.267745
4617,6.371017
4618,5.8222647
4619,5.7276397
4620,5.205911
4621,4.694962
4622,4.6221414
4623,4.025113
4624,4.055229
4625,3.312479
4626,3.3404245
4627,2.8928676
4628,2.8701863
4629,2.8736825
4630,4.133411
4631,4.2732596
4632,5.3950934
4633,6.622382
4634,6.77049
4635,7.7854066
4636,6.543421
4637,6.472703
4638,5.376546
4639,5.278177
4640,5.2316446
4641,4.6461315
4642,4.6131067
4643,4.055988
4644,4.011446
4645,3.5025845
4646,2.8559618
4647,2.2934222
4648,2.247406
4649,2.2159257
4650,2.197843
4651,2.2677069
4652,2.7909155
4653,4.043927
4654,6.5024166
4655,7.82219
4656,7.95625
4657,9.443753
4658,8.497969
4659,8.586971
4660,8.525523
4661,7.88619
4662,6.3927326
4663,4.0989985
4664,3.9314642
4665,3.1487794
4666,2.7081761
4667,2.3275905
4668,1.5833962
4669,0.526919
4670,0.074067235
4671,0.120856166
4672,-0.42581785
4673,-0.92999256
4674,-1.042184
4675,-0.08666599
4676,1.1074697
4677,2.8427162
4678,6.210285
4679,7.642285
4680,9.714562
4681,9.830297
4682,9.697158
4683,10.763207
4684,9.937496
4685,8.229992
4686,5.2847867
4687,3.9955025
4688,3.380157
4689,1.5899081
4690,1.2751871
4691,0.5606383
4692,-1.3263179
4693,-1.4369556
4694,-1.8721696
4695,-2.8041115
4696,-3.1022215
4697,-3.4333997
4698,-3.5779004
4699,-1.9070803
4700,2.2438374
4701,4.991733
4702,7.5369945
4703,8.40026
4704,10.155687
4705,10.870233
4706,11.06996
4707,10.958679
4708,10.9451685
4709,9.814714
4710,8.478089
4711,4.1517215
4712,2.931398
4713,1.2984325
4714,1.2583721
4715,0.5382341
4716,0.036912322
4717,-0.45127618
4718,-1.0478636
4719,-1.0442754
4720,-1.3584524
4721,-2.5512695
4722,-2.039369
4723,1.4762578
4724,2.9042687
4725,6.686768
4726,8.659087
4727,9.831209
4728,11.089476
4729,11.780128
4730,11.963342
4731,13.011607
4732,12.848546
4733,10.946331
4734,6.7403264
4735,6.2764964
4736,4.9633875
4737,3.7532272
4738,2.657453
4739,2.8186507
4740,12.220958
4741,12.197308
4742,12.409364
4743,11.660768
4744,11.548784
4745,11.5183735
4746,10.221383
4747,12.641959
4748,15.563143
4749,18.230967
4750,18.949318
4751,20.139269
4752,20.164104
4753,21.348343
4754,21.483912
4755,21.476507
4756,22.511288
4757,21.345495
4758,18.89668
4759,18.435823
4760,18.229347
4761,15.987091
4762,16.435673
4763,14.753114
4764,17.628977
4765,15.186985
4766,14.182335
4767,13.469682
4768,12.924624
4769,12.9845085
4770,13.408533
4771,15.75729
4772,18.585964
4773,19.938766
4774,22.25513
4775,22.354483
4776,23.681622
4777,24.332947
4778,25.811434
4779,26.121367
4780,24.709225
4781,22.903994
4782,22.822483
4783,20.178267
4784,19.114185
4785,18.392344
4786,16.578695
4787,16.47211
4788,14.465329
4789,12.068932
4790,11.220465
4791,10.181691
4792,9.617221
4793,8.934735
4794,10.165083
4795,13.251637
4796,14.624443
4797,15.979096
4798,18.381079
4799,18.337446
4800,20.158558
4801,20.196175
4802,20.067585
4803,21.282057
4804,21.543562
4805,20.320414
4806,20.261627
4807,19.085548
4808,16.506119
4809,14.701678
4810,13.30461
4811,12.0205965
4812,11.9570675
4813,11.367982
4814,11.240259
4815,9.745816
4816,9.622689
4817,9.183728
4818,9.637654
4819,12.538405
4820,13.506535
4821,18.403667
4822,20.272738
4823,21.291708
4824,22.6649
4825,22.818457
4826,24.206726
4827,24.195284
4828,24.832174
4829,25.11334
4830,24.854048
4831,23.993874
4832,20.534206
4833,17.030733
4834,16.975666
4835,16.383675
4836,13.838691
4837,13.833604
4838,13.637197
4839,13.830882
4840,13.181356
4841,13.893137
4842,12.69357
4843,15.80462
4844,18.217503
4845,21.40115
4846,23.765738
4847,24.513123
4848,26.1389
4849,28.803865
4850,28.524828
4851,29.58097
4852,29.692976
4853,29.723032
4854,29.589972
4855,26.980255
4856,23.855589
4857,21.251987
4858,20.626516
4859,20.753485
4860,19.46833
4861,15.898121
4862,15.935242
4863,16.316895
4864,15.740382
4865,15.796663
4866,15.84035
4867,16.86398
4868,16.980204
4869,18.188374
4870,19.923965
4871,22.221785
4872,22.378805
4873,23.576971
4874,23.724243
4875,24.176365
4876,24.21506
4877,24.19805
4878,23.59139
4879,21.170725
4880,19.055735
4881,16.947767
4882,15.742415
4883,14.600552
4884,15.496284
4885,14.925686
4886,12.82247
4887,12.044843
4888,11.522244
4889,11.061494
4890,11.587473
4891,12.728451
4892,13.42046
4893,13.3850765
4894,14.532528
4895,14.675681
4896,15.781118
4897,15.948045
4898,18.66172
4899,18.836622
4900,18.299957
4901,17.141554
4902,15.983627
4903,14.748526
4904,14.743974
4905,14.637971
4906,13.986769
4907,14.041087
4908,13.909639
4909,13.90782
4910,13.98501
4911,13.945498
4912,13.466289
4913,13.218166
4914,13.38247
4915,13.414363
4916,14.767707
4917,14.648528
4918,15.690901
4919,15.0273695
4920,14.650614
4921,17.182705
4922,18.744228
4923,19.23938
4924,20.361301
4925,21.468622
4926,21.395788
4927,20.175203
4928,17.456526
4929,14.736583
4930,14.587138
4931,14.111396
4932,13.344015
4933,12.85457
4934,12.539756
4935,12.228766
4936,12.794444
4937,13.092547
4938,13.48716
4939,15.742687
4940,18.519442
4941,21.22437
4942,21.31346
4943,23.517221
4944,24.34734
4945,25.814579
4946,24.508823
4947,24.407183
4948,24.594389
4949,24.490799
4950,23.855501
4951,22.433496
4952,19.18441
4953,17.026806
4954,15.720917
4955,14.032243
4956,12.162528
4957,11.575093
4958,11.667852
4959,10.370186
4960,9.366947
4961,9.947278
4962,11.6325865
4963,14.4044
4964,17.224121
4965,20.261166
4966,22.707474
4967,22.9578
4968,24.395006
4969,26.327477
4970,25.071106
4971,26.26928
4972,26.223993
4973,26.27109
4974,26.18983
4975,24.10684
4976,21.57975
4977,18.912682
4978,19.348001
4979,18.44864
4980,17.51315
4981,16.91667
4982,16.291615
4983,15.093229
4984,12.146815
4985,11.333687
4986,14.439203
4987,18.140772
4988,19.996021
4989,23.711233
4990,25.527666
4991,28.038685
4992,29.983843
4993,31.049381
4994,32.223415
4995,32.180325
4996,32.267296
4997,33.30489
4998,32.219315
4999,30.143463
5000,28.740688
5001,25.369957
5002,21.219269
5003,19.528627
5004,14.540178
5005,15.120102
5006,15.368698
5007,15.2209215
5008,14.525087
5009,13.4992895
5010,13.3528
5011,12.896064
5012,13.376323
5013,13.399372
5014,14.531932
5015,14.537494
5016,15.805477
5017,16.916733
5018,16.21051
5019,15.9664
5020,18.256073
5021,18.646635
5022,18.793032
5023,17.126915
5024,14.848624
5025,12.825264
5026,12.710597
5027,11.340929
5028,19.457159
5029,18.13558
5030,18.308681
5031,17.583689
5032,16.507738
5033,16.540895
5034,15.850636
5035,18.807678
5036,20.051462
5037,22.51757
5038,23.798496
5039,26.626997
5040,29.750217
5041,29.754137
5042,30.23651
5043,30.771055
5044,30.94456
5045,30.9394
5046,30.07358
5047,28.353018
5048,25.905918
5049,25.241455
5050,24.666801
5051,23.2451
5052,21.412733
5053,19.274334
5054,17.037783
5055,16.597952
5056,15.561134
5057,14.613971
5058,13.291233
5059,14.448818
5060,15.943801
5061,18.005415
5062,19.895311
5063,22.252495
5064,22.034336
5065,22.49476
5066,21.93594
5067,19.728767
5068,19.785107
5069,18.817284
5070,16.753948
5071,15.572372
5072,15.646784
5073,14.445481
5074,14.45687
5075,14.581732
5076,14.537681
5077,14.539678
5078,14.57666
5079,14.509488
5080,14.47443
5081,14.496423
5082,14.506203
5083,15.718401
5084,16.695906
5085,16.825584
5086,18.429321
5087,18.022089
5088,18.014528
5089,18.129337
5090,18.875513
5091,18.694998
5092,18.198706
5093,18.228483
5094,17.9915
5095,16.85467
5096,16.944996
5097,16.76318
5098,16.154968
5099,15.804171
5100,15.00852
5101,15.018539
5102,14.639997
5103,13.954895
5104,13.896116
5105,13.516486
5106,13.455077
5107,13.453937
5108,13.566233
5109,13.456044
5110,14.60531
5111,15.718884
5112,17.103655
5113,18.810331
5114,19.979555
5115,21.17453
5116,22.530996
5117,23.50444
5118,22.602276
5119,22.479998
5120,19.16627
5121,17.013224
5122,15.805057
5123,14.875386
5124,13.997996
5125,13.000218
5126,12.72312
5127,12.409385
5128,11.855896
5129,12.591904
5130,14.535317
5131,14.575886
5132,15.524845
5133,15.743358
5134,18.027664
5135,19.522182
5136,21.062548
5137,23.535458
5138,24.106636
5139,24.282883
5140,24.291803
5141,23.618341
5142,23.551836
5143,22.434721
5144,21.336449
5145,18.92063
5146,18.131779
5147,17.936375
5148,16.709988
5149,16.733067
5150,15.764165
5151,14.514009
5152,13.976512
5153,13.990811
5154,13.453187
5155,13.480668
5156,14.595474
5157,14.575402
5158,15.838237
5159,16.89487
5160,16.97291
5161,18.163528
5162,19.599213
5163,19.81779
5164,19.807838
5165,18.792208
5166,18.764513
5167,16.943707
5168,15.915841
5169,14.687069
5170,14.037631
5171,14.987224
5172,14.458981
5173,15.03366
5174,14.597508
5175,14.525677
5176,14.470376
5177,14.506949
5178,14.579167
5179,14.66689
5180,14.71335
5181,14.74616
5182,15.828905
5183,17.216387
5184,17.02056
5185,18.184427
5186,18.992186
5187,20.111355
5188,21.151787
5189,19.92264
5190,18.65648
5191,18.737175
5192,17.213734
5193,16.888975
5194,15.813269
5195,15.20497
5196,15.05559
5197,14.980417
5198,14.939734
5199,14.329459
5200,13.769726
5201,13.240626
5202,12.684859
5203,12.673769
5204,12.674509
5205,13.318219
5206,12.871952
5207,12.959854
5208,13.621636
5209,14.683241
5210,14.699714
5211,13.049806
5212,13.590038
5213,13.794886
5214,12.977803
5215,12.896887
5216,12.872951
5217,11.72753
5218,11.254027
5219,11.26335
5220,10.532651
5221,10.28122
5222,10.300067
5223,10.122039
5224,9.814028
5225,9.741796
5226,10.172159
5227,10.23907
5228,11.514536
5229,13.313032
5230,15.725598
5231,15.676724
5232,15.941323
5233,16.022284
5234,16.197214
5235,17.131626
5236,17.222141
5237,17.183908
5238,15.962674
5239,17.087214
5240,13.822982
5241,11.625105
5242,10.4296465
5243,9.718655
5244,8.705687
5245,8.653583
5246,7.673598
5247,6.8142343
5248,6.1098776
5249,6.47807
5250,7.9723964
5251,11.532459
5252,14.42726
5253,17.133892
5254,18.341772
5255,18.9768
5256,20.165453
5257,20.264444
5258,21.396952
5259,22.718903
5260,22.70965
5261,23.750534
5262,23.902636
5263,22.549368
5264,18.725063
5265,15.972476
5266,15.19043
5267,14.64244
5268,10.253158
5269,9.567164
5270,9.048195
5271,8.097386
5272,7.4909897
5273,7.6564703
5274,7.5493593
5275,10.87211
5276,12.728664
5277,14.638372
5278,17.024118
5279,18.143986
5280,19.006653
5281,20.1301
5282,20.15982
5283,20.169292
5284,19.091175
5285,19.294449
5286,19.586082
5287,19.073597
5288,18.36348
5289,18.175247
5290,17.610958
5291,17.145926
5292,13.79562
5293,12.723419
5294,12.336745
5295,11.130038
5296,11.104668
5297,11.141095
5298,11.605355
5299,15.680999
5300,18.03725
5301,20.066788
5302,21.392696
5303,22.568863
5304,23.81274
5305,24.4125
5306,25.612974
5307,25.74879
5308,26.888979
5309,27.13066
5310,25.803873
5311,24.484121
5312,22.862524
5313,18.995892
5314,18.233519
5315,16.993687
5316,15.906067
5317,15.325149
5318,14.26852
5319,12.977893
5320,13.503537
5321,14.462732
5322,17.088936
5323,18.201035
5324,18.867977
5325,21.062243
5326,22.269741
5327,24.109688
5328,25.166746
5329,26.483425
5330,25.46435
5331,23.777523
5332,24.430185
5333,25.470528
5334,23.990746
5335,24.46967
5336,22.711964
5337,18.991093
5338,18.247616
5339,16.463503
5340,17.015745
5341,16.95377
5342,16.497105
5343,15.873821
5344,15.143369
