,0
352,22.998774
353,21.236193
354,19.927526
355,20.13136
356,23.649115
357,26.743654
358,29.623545
359,32.306923
360,33.421013
361,34.756332
362,35.39184
363,36.272633
364,36.741257
365,35.577946
366,36.40802
367,35.374004
368,32.322037
369,28.642027
370,24.320833
371,23.542612
372,21.827827
373,6.8193717
374,7.5015717
375,6.855639
376,6.3375254
377,6.0201015
378,6.5773764
379,6.487245
380,7.586225
381,8.356362
382,9.2570505
383,10.184301
384,12.932487
385,12.913233
386,14.200274
387,13.474946
388,13.446288
389,12.479911
390,10.948457
391,11.013915
392,10.23281
393,9.16714
394,9.109363
395,9.271034
396,8.585344
397,4.4494314
398,3.9438906
399,3.9865327
400,3.9543667
401,3.969936
402,4.1010785
403,4.0951247
404,4.401406
405,3.7351956
406,4.109344
407,5.1354046
408,5.357354
409,5.353265
410,5.409364
411,6.4759445
412,5.3490677
413,5.4112725
414,5.3483763
415,5.2201986
416,5.6368523
417,5.090173
418,5.001664
419,4.3382254
420,4.321715
421,4.341093
422,4.0960546
423,3.2789817
424,3.4688764
425,3.409781
426,2.9138932
427,2.905219
428,2.379855
429,2.7473245
430,4.0454555
431,5.654352
432,7.998043
433,7.538843
434,7.9674025
435,7.6165524
436,6.558365
437,4.3878126
438,3.1548567
439,2.6717677
440,1.4070604
441,0.36942065
442,0.3414408
443,0.0013107061
444,-0.56786096
445,-1.1114684
446,-0.8571049
447,-1.1241809
448,-1.212349
449,-0.8796524
450,-0.69593203
451,-0.7365643
452,-0.7453755
453,-0.7839712
454,-0.64997447
455,-0.47669756
456,-0.09820974
457,0.59294784
458,0.8224753
459,1.5951645
460,1.5964482
461,0.7513188
462,0.46818912
463,0.42892778
464,0.49109757
465,0.3969828
466,-0.087679744
467,-0.004143834
468,-0.123915315
469,-0.13727748
470,-0.20972669
471,-0.3271984
472,-0.3264233
473,-0.72487533
474,-0.82459795
475,-1.8241531
476,-0.7950791
477,-0.76747
478,-0.7913071
479,-0.58241427
480,-0.70725834
481,0.26839364
482,0.38618672
483,1.333894
484,1.3371602
485,1.2666837
486,1.355139
487,0.26787913
488,1.3101943
489,1.3159701
490,0.7824694
491,0.71482384
492,0.75320375
493,0.3112706
494,-0.15746415
495,-0.77832425
496,-1.4337393
497,-0.93397415
498,-1.1181742
499,-0.9736005
500,-0.02267015
501,0.02734077
502,0.24791586
503,1.134948
504,1.7679785
505,2.1911085
506,2.5085416
507,2.3493352
508,2.2103763
509,2.2122264
510,2.210733
511,2.1940513
512,2.1500363
513,2.1796246
514,1.7077863
515,1.2766777
516,1.1739546
517,0.49568307
518,0.8062626
519,0.605754
520,-0.26001012
521,-0.23633015
522,-0.6963974
523,-0.70596254
524,-0.51658523
525,-0.74863017
526,-0.7609321
527,-0.37900746
528,0.34468806
529,1.2755495
530,1.2971344
531,1.3366638
532,1.3785946
533,0.63942206
534,0.53858817
535,1.1829902
536,0.5141212
537,-0.15312397
538,0.4511038
539,0.57703125
540,0.97318816
541,-0.21904576
542,1.0414722
543,1.0284556
544,1.0714512
545,1.4818285
546,1.5245599
547,1.5189344
548,2.260017
549,2.6759324
550,2.5587378
551,2.4414241
552,2.1658087
553,2.1719923
554,2.157242
555,2.599155
556,2.364261
557,2.1800933
558,2.6525025
559,1.8987058
560,1.4401627
561,1.8460555
562,0.7735094
563,1.0666445
564,0.92494655
565,0.8408116
566,0.6625415
567,0.79364574
568,0.9075856
569,0.73869455
570,0.36650717
571,1.1059904
572,0.8677529
573,0.40711606
574,0.38896716
575,0.46977603
576,1.382165
577,1.3742914
578,2.1946807
579,2.1720643
580,2.1632152
581,2.149313
582,2.1399622
583,2.111374
584,2.0997806
585,2.0898817
586,1.769083
587,1.7532278
588,1.8015463
589,1.7616521
590,1.8182621
591,1.8531134
592,1.8714662
593,1.6613001
594,1.336723
595,1.3170217
596,1.3169303
597,1.3412946
598,2.1895933
599,2.6525025
600,2.6824012
601,2.6762123
602,3.8742423
603,3.9848704
604,3.958496
605,3.215908
606,2.7140508
607,2.7092962
608,3.3309593
609,2.311047
610,2.0094957
611,2.0100155
612,1.9025384
613,2.067117
614,2.1858828
615,2.220389
616,2.6949372
617,2.6227946
618,2.684155
619,2.6798053
620,2.6919746
621,2.677823
622,3.4903393
623,3.889318
624,3.2806058
625,5.3755083
626,5.170077
627,5.0996094
628,5.106048
629,4.136937
630,4.0321875
631,4.020529
632,4.056472
633,4.6048565
634,3.977882
635,3.950076
636,3.9290824
637,8.576369
638,8.6488495
639,8.02765
640,7.9478493
641,7.3639035
642,7.3669677
643,7.5277557
644,7.4009843
645,6.2845826
646,6.316357
647,7.5342875
648,7.5470257
649,8.3047905
650,8.343588
651,8.385376
652,9.531315
653,8.581495
654,8.324052
655,9.211087
656,7.3617945
657,5.158966
658,5.754364
659,4.315005
660,4.437746
661,3.939364
662,3.869163
663,3.8363028
664,3.962144
665,3.867365
666,4.0624614
667,3.798006
668,3.5417132
669,4.5085945
670,4.471409
671,4.396002
672,5.2473593
673,5.105485
674,4.844379
675,4.041904
676,3.9434977
677,2.766028
678,2.6945477
679,2.3400998
680,2.476632
681,2.1464515
682,2.1514492
683,2.1696477
684,2.2398052
685,1.9216115
686,1.9819239
687,1.9001659
688,2.07045
689,1.8931217
690,1.5172396
691,1.4943459
692,2.328153
693,2.1022027
694,2.680522
695,2.7161613
696,2.7051907
697,3.9590583
698,3.8707309
699,4.021574
700,4.1209397
701,3.9157171
702,2.714551
703,2.7299166
704,2.290657
705,2.7900267
706,3.1767
707,2.9404507
708,3.1235042
709,3.182179
710,2.5579004
711,2.6962252
712,2.6875305
713,1.8461761
714,2.0819287
715,2.1112423
716,1.2844696
717,1.4004496
718,1.4553529
719,2.2536583
720,2.8496056
721,3.4706984
722,5.2146645
723,6.8065753
724,6.787946
725,6.041994
726,4.1933937
727,3.412499
728,3.1482372
729,2.6061726
730,3.5752583
731,1.7867311
732,2.7003255
733,0.94734025
734,1.5586526
735,1.9501944
736,0.9187964
737,1.0260485
738,1.4505837
739,1.4382029
740,1.408695
741,1.447494
742,3.815905
743,6.229944
744,7.6497865
745,10.909661
746,11.883726
747,12.898258
748,12.80793
749,8.722743
750,6.778087
751,4.9294786
752,4.097258
753,3.8141131
754,2.7874212
755,1.6722846
756,0.45542252
757,-0.0017448664
758,0.5644537
759,0.87592804
760,-0.05713117
761,-0.07105315
762,-0.06090486
763,-0.049170136
764,-0.32956088
765,0.5188936
766,0.52180564
767,0.737301
768,1.7416296
769,1.8963941
770,2.6525025
771,2.6525025
772,2.6525025
773,2.5329223
774,2.1936207
775,2.117628
776,2.2026095
777,2.1321518
778,1.9914159
779,2.2197766
780,2.1072807
781,2.1152754
782,1.9731334
783,2.5006409
784,2.6008244
785,2.0895407
786,2.626789
787,1.9960921
788,2.0460079
789,2.207903
790,2.2044516
791,2.6514168
792,2.6585765
793,2.6716232
794,3.8870468
795,3.9518561
796,3.8904066
797,2.707912
798,2.4025607
799,2.352499
800,2.4325325
801,2.2697225
802,2.7023935
803,2.2218237
804,2.6714816
805,2.2160883
806,2.00485
807,1.896881
808,1.8991055
809,1.8812337
810,1.5008216
811,1.5012858
812,1.4641731
813,1.4887238
814,1.4920826
815,2.0906663
816,2.1827297
817,2.6525025
818,3.8980565
819,3.9628367
820,3.932181
821,3.9176807
822,3.9201994
823,3.8646188
824,2.664772
825,2.6559324
826,2.2048979
827,2.0331984
828,2.0626762
829,1.3041656
830,1.0081595
831,0.85044265
832,0.85396254
833,0.69872034
834,-0.65755594
835,-0.6360699
836,-0.6826588
837,-0.676561
838,-0.29481304
839,0.72775257
840,1.3538402
841,2.1390414
842,2.7921252
843,2.1919634
844,2.2054405
845,2.6525025
846,1.5493113
847,2.069045
848,1.5454788
849,1.5383312
850,1.1514646
851,0.9198513
852,1.0447491
853,0.6684917
854,0.41762316
855,0.50249255
856,-0.019227386
857,-0.6346592
858,-0.5256976
859,-0.7680675
860,-0.6881319
861,-1.6534868
862,-1.5282098
863,-0.6709789
864,-0.56843984
865,0.35832417
866,0.8609998
867,1.6144116
868,1.4783632
869,1.5583209
870,0.63848317
871,-0.1873349
872,0.5436393
873,0.38760245
874,0.41658294
875,0.41251695
876,0.33779275
877,0.34773552
878,0.3711952
879,0.91927123
880,0.90954673
881,0.97890294
882,1.4750352
883,1.4849339
884,2.0220704
885,2.1781712
886,2.1765075
887,2.179966
888,2.4496806
889,2.6525025
890,2.6525025
891,2.6525025
892,2.6525025
893,2.6525025
894,2.6525025
895,2.6525025
896,2.6525025
897,2.6525025
898,2.6525025
899,2.6525025
900,2.059397
901,3.5401888
902,3.273613
903,2.5784044
904,1.7732784
905,2.4802165
906,3.745665
907,3.9560747
908,4.232958
909,5.6552944
910,7.4507284
911,8.529868
912,9.476988
913,10.508559
914,10.81902
915,11.631954
916,10.786392
917,9.468743
918,9.350091
919,8.060181
920,7.9767823
921,5.781045
922,4.7696366
923,4.3339343
924,4.1534615
925,1.4422536
926,1.0654472
927,-0.12710202
928,-0.66055286
929,-0.6190609
930,-1.6792041
931,-1.5699178
932,-2.0563455
933,-1.7246372
934,-0.6867784
935,0.25702798
936,0.3913058
937,1.3057109
938,1.3596821
939,1.4526494
940,1.3628953
941,0.35684288
942,0.17267025
943,0.21574724
944,-0.8004595
945,-1.7676226
946,-2.3223157
947,-2.9151802
948,-3.7468338
949,-3.9788108
950,-4.841673
951,-4.923707
952,-4.979372
953,-5.4501934
954,-6.2523336
955,-6.3617735
956,-5.576275
957,-4.5983114
958,-3.492073
959,-2.350151
960,-1.7030178
961,-0.67470896
962,0.13621414
963,0.1900779
964,-0.7522322
965,-1.639855
966,-1.960375
967,-3.3694897
968,-3.586021
969,-3.5616803
970,-4.4571457
971,-5.430681
972,-5.939003
973,5.3231654
974,5.3655524
975,5.317728
976,4.580682
977,4.681988
978,4.6057763
979,4.560009
980,5.0715528
981,4.481833
982,5.741295
983,5.0049114
984,6.5047474
985,6.6529284
986,6.725831
987,6.676097
988,6.733529
989,8.150119
990,8.025956
991,7.1833572
992,7.222176
993,6.418174
994,6.187963
995,6.3535933
996,5.9075184
997,6.218169
998,5.7100925
999,5.809097
1000,5.807617
1001,5.3527236
1002,5.1750083
1003,5.674988
1004,5.343495
1005,5.1968255
1006,5.2828074
1007,6.821153
1008,6.44823
1009,6.18201
1010,6.1361256
1011,6.490172
1012,6.529844
1013,6.416076
1014,5.2918444
1015,5.275073
1016,5.356579
1017,4.895403
1018,5.2977777
1019,5.2787876
1020,5.328812
1021,5.18144
1022,4.798368
1023,5.25997
1024,5.365674
1025,4.7498593
1026,5.216409
1027,5.2246265
1028,4.2293653
1029,4.175167
1030,5.236894
1031,5.1967072
1032,5.226006
1033,5.295985
1034,5.3269773
1035,5.243503
1036,5.2148232
1037,4.2997727
1038,5.1355705
1039,5.1764326
1040,4.228741
1041,4.136547
1042,4.623941
1043,4.165219
1044,4.192976
1045,4.012633
1046,3.56388
1047,3.4358673
1048,3.505496
1049,3.3855796
1050,3.052145
1051,2.9725037
1052,3.1403418
1053,3.1150055
1054,2.9905415
1055,3.7260404
1056,3.8639917
1057,4.1358423
1058,4.078249
1059,4.2036614
1060,3.8468604
1061,4.094595
1062,3.870418
1063,3.9279437
1064,3.8004608
1065,3.951105
1066,4.021282
1067,3.935182
1068,3.9537673
1069,4.094575
1070,3.975821
1071,4.0479174
1072,4.046565
1073,3.9569936
1074,4.5073476
1075,3.989881
1076,4.358651
1077,3.9975224
1078,3.914456
1079,4.2667274
1080,4.156908
1081,5.1724215
1082,4.981993
1083,5.3131785
1084,4.880684
1085,5.1775365
1086,5.2092247
1087,3.9526367
1088,4.1624393
1089,4.075708
1090,4.0339108
1091,4.0006943
1092,3.919116
1093,3.9774246
1094,3.9152203
1095,3.5233645
1096,3.5289693
1097,3.5805964
1098,4.208273
1099,4.1838045
1100,3.9112396
1101,3.9729538
1102,3.61557
1103,3.7889953
1104,3.817142
1105,5.7014313
1106,4.9948897
1107,5.1229324
1108,5.218524
1109,5.297989
1110,4.0773387
1111,4.5790257
1112,5.476017
1113,5.1834183
1114,4.619593
1115,4.6711645
1116,4.488922
1117,-0.79036963
1118,-0.08535421
1119,0.022187114
1120,0.038340688
1121,-1.7279679
1122,-1.9446164
1123,-1.834714
1124,-1.7395126
1125,-0.8975395
1126,-0.8241929
1127,0.31054032
1128,1.2332513
1129,2.285422
1130,2.2810206
1131,2.2718306
1132,2.8840308
1133,2.595233
1134,1.3583316
1135,0.12685359
1136,0.26176417
1137,-1.0090443
1138,-0.15341747
1139,0.3517655
1140,0.15791166
1141,-0.15223134
1142,-0.17898571
1143,-0.055031896
1144,-0.036439538
1145,0.0677048
1146,-0.6424581
1147,-1.0070239
1148,0.13171661
1149,0.44842184
1150,0.35245407
1151,1.454325
1152,2.5563188
1153,2.1250348
1154,2.5019188
1155,2.515286
1156,2.4416785
1157,2.3735466
1158,2.8837562
1159,2.1003559
1160,1.1373318
1161,2.2839293
1162,1.546559
1163,1.5009153
1164,1.2831273
1165,1.4783318
1166,1.5339038
1167,1.303679
1168,1.5072919
1169,1.1216619
1170,1.2691538
1171,1.7738963
1172,2.2907286
1173,2.330038
1174,2.8640828
1175,3.915277
1176,4.126794
1177,5.6585283
1178,6.409771
1179,7.5309057
1180,6.5673976
1181,6.2801805
1182,5.242341
1183,4.674879
1184,3.994574
1185,3.9415412
1186,3.8275876
1187,3.5050921
1188,2.846776
1189,2.4861116
1190,0.5912727
1191,-0.119096875
1192,-0.66268957
1193,-1.3803936
1194,-0.7969924
1195,-2.2294345
1196,-3.2954373
1197,-1.8663355
1198,0.32951844
1199,1.3179449
1200,2.623067
1201,4.0632753
1202,4.999657
1203,5.2646627
1204,5.243158
1205,4.0277886
1206,2.4075575
1207,0.8191867
1208,0.66700804
1209,-0.69657886
1210,-0.8319901
1211,-0.81424844
1212,-1.4626943
1213,-1.5093251
1214,-2.3950205
1215,-2.44383
1216,-2.4862986
1217,-3.0513668
1218,-2.5521255
1219,-2.5114818
1220,-3.5789208
1221,-1.1450788
1222,2.1492305
1223,2.3724165
1224,5.237294
1225,6.869973
1226,7.6535482
1227,8.504372
1228,7.738154
1229,7.688254
1230,5.313022
1231,2.7861705
1232,1.4064032
1233,-0.32110727
1234,-0.31320035
1235,0.17011559
1236,-0.9280962
1237,-1.3074971
1238,-1.8838893
1239,-2.0116377
1240,-2.5486622
1241,-2.2407298
1242,-2.4748025
1243,-2.4434094
1244,-1.9620072
1245,0.9607645
1246,3.7509503
1247,4.9356213
1248,7.4428153
1249,8.11958
1250,9.350113
1251,9.608531
1252,9.626548
1253,8.427503
1254,5.2903094
1255,4.251673
1256,2.6828938
1257,2.0453029
1258,0.6823696
1259,0.30381906
1260,-0.59615743
1261,0.06371057
1262,-0.08291066
1263,0.0073806047
1264,-0.9361125
1265,-1.3555156
1266,-0.9473225
1267,-1.9439627
1268,-0.9293691
1269,1.0486888
1270,3.888812
1271,4.984212
1272,7.5479436
1273,8.150579
1274,9.569116
1275,9.668664
1276,10.342075
1277,9.777001
1278,8.561657
1279,4.079569
1280,3.5929437
1281,3.4752922
1282,2.8303823
1283,1.6246357
1284,0.104515195
1285,-0.80332935
1286,0.10961282
1287,-0.5736774
1288,-1.3669907
1289,-1.8278786
1290,-1.8458248
1291,-2.2007961
1292,-2.2003956
1293,0.13680804
1294,2.4389563
1295,5.3475
1296,8.266972
1297,8.485744
1298,9.628658
1299,9.952589
1300,9.659689
1301,8.675409
1302,5.1283326
1303,3.833891
1304,2.7044039
1305,2.1237545
1306,1.1164563
1307,0.6791519
1308,0.00562799
1309,-0.1112231
1310,0.4054464
1311,-0.4589206
1312,-0.48852718
1313,0.49766695
1314,1.0822574
1315,0.19833696
1316,0.26328647
1317,0.13602054
1318,0.19405091
1319,2.1689577
1320,2.666173
1321,2.6645966
1322,2.691455
1323,3.902339
1324,3.992888
1325,4.0092273
1326,2.0869923
1327,0.2660042
1328,0.1669935
1329,-0.007352233
1330,-1.2129942
1331,-1.3205534
1332,-3.334506
1333,-4.0756454
1334,-4.236026
1335,-4.2091894
1336,-4.836175
1337,-5.1728916
1338,-5.938758
1339,-6.4487047
1340,-6.4687414
1341,-2.623633
1342,-0.88724077
1343,1.2896458
1344,2.1949978
1345,5.0928125
1346,5.192568
1347,6.3763847
1348,6.5683265
1349,5.3485556
1350,3.6020117
1351,0.2090689
1352,0.98308206
1353,-0.8800479
1354,-1.1033913
1355,-1.4193622
1356,-1.7126976
1357,-2.6271968
1358,-2.4792576
1359,-3.5423331
1360,-4.034898
1361,-3.1291275
1362,-4.1546707
1363,-4.10579
1364,-2.509902
1365,-1.741386
1366,0.3162552
1367,0.6712223
1368,2.176211
1369,2.6702342
1370,3.8565497
1371,3.9841533
1372,5.160055
1373,4.1394567
1374,2.694067
1375,1.3398353
1376,0.20601737
1377,-0.99909604
1378,-0.9508499
1379,-2.2929087
1380,-2.0494728
1381,0.18928611
1382,0.33839953
1383,0.31374252
1384,0.20911181
1385,0.19769299
1386,0.24441469
1387,0.23935425
1388,0.37885153
1389,-0.39728534
1390,0.29628146
1391,1.2669379
1392,2.2299175
1393,2.8387551
1394,2.8127508
1395,2.9076357
1396,4.1003327
1397,3.9668117
1398,2.31417
1399,1.1880213
1400,1.1297051
1401,0.11925781
1402,0.6543342
1403,0.15961945
1404,-0.3213457
1405,-2.3740425
1406,-2.9047928
1407,-3.4999194
1408,-3.6379485
1409,-4.3740044
1410,-3.437294
1411,-3.4266949
1412,-3.3482447
1413,-1.0412594
1414,1.3718821
1415,2.6999664
1416,7.309787
1417,7.7965493
1418,9.196655
1419,8.892524
1420,8.719329
1421,8.108411
1422,5.354823
1423,2.1786122
1424,1.6255294
1425,0.36981142
1426,0.5955299
1427,-0.0041023493
1428,-1.8382078
1429,-0.40505254
1430,-1.121039
1431,-1.2898637
1432,-0.84053195
1433,-1.6645385
1434,-0.8342384
1435,-0.7604829
1436,-0.74292696
1437,0.13946688
1438,2.188693
1439,5.1022534
1440,8.402933
1441,10.963099
1442,12.791913
1443,12.998139
1444,13.060316
1445,11.753568
1446,8.490741
1447,7.590802
1448,6.48934
1449,5.1020765
1450,4.50632
1451,5.397789
1452,4.345358
1453,3.8482594
1454,4.2474155
1455,4.3750424
1456,2.6525025
1457,3.2360682
1458,3.8924227
1459,4.9759283
1460,6.048884
1461,6.110075
1462,7.400106
1463,10.0905485
1464,11.645992
1465,12.937526
1466,12.783233
1467,12.794006
1468,12.785386
1469,11.484418
1470,9.2234125
1471,8.273598
1472,8.045632
1473,7.4978914
1474,6.940484
1475,6.888142
1476,6.8607783
1477,6.8519096
1478,6.98963
1479,6.83834
1480,6.310998
1481,6.380827
1482,6.313042
1483,6.320505
1484,6.375957
1485,6.4757514
1486,7.496169
1487,8.010552
1488,9.230807
1489,10.208606
1490,10.22667
1491,11.486249
1492,11.499971
1493,11.55865
1494,9.836785
1495,8.070687
1496,6.7708716
1497,4.460985
1498,5.693827
1499,6.1727614
1500,6.3198056
1501,6.3487034
1502,5.648738
1503,5.726183
1504,5.7628603
1505,4.69782
1506,4.3540263
1507,3.419982
1508,3.7006826
1509,6.489729
1510,9.250136
1511,9.245629
1512,11.435755
1513,12.597441
1514,13.079215
1515,13.267105
1516,14.457176
1517,14.500346
1518,12.61497
1519,10.29994
1520,9.294117
1521,7.6776443
1522,7.3232417
1523,5.5141354
1524,4.810068
1525,4.8063
1526,5.961273
1527,6.2007475
1528,5.402711
1529,5.406926
1530,4.2035766
1531,5.27322
1532,6.317979
1533,7.451205
1534,8.072408
1535,9.1686325
1536,9.432927
1537,9.342455
1538,9.498111
1539,8.272727
1540,8.382719
1541,8.241758
1542,8.154835
1543,8.056859
1544,8.041956
1545,7.4987793
1546,7.3923473
1547,7.474935
1548,6.831753
1549,6.791919
1550,6.3594065
1551,6.270174
1552,6.174883
1553,6.1819777
1554,6.1011324
1555,6.372267
1556,5.234932
1557,5.344531
1558,6.2314124
1559,6.1812425
1560,7.4073167
1561,7.4184637
1562,7.3901653
1563,7.4791827
1564,6.247163
1565,6.25564
1566,6.205608
1567,6.2902594
1568,6.259515
1569,6.1528783
1570,5.5912743
1571,5.0122766
1572,4.436684
1573,4.5881095
1574,5.119103
1575,4.5811906
1576,4.6469927
1577,4.407054
1578,4.7452903
1579,4.163528
1580,5.2072277
1581,5.772857
1582,6.4527006
1583,7.574111
1584,8.86066
1585,8.226322
1586,8.485339
1587,9.343813
1588,8.275124
1589,8.377221
1590,8.167621
1591,7.6079063
1592,7.7061124
1593,7.483937
1594,6.9829655
1595,7.009317
1596,6.9537425
1597,6.709233
1598,6.322263
1599,6.1806893
1600,5.6584
1601,5.6797814
1602,6.044071
1603,5.1200657
1604,5.21894
1605,6.1559725
1606,6.135234
1607,6.1151333
1608,7.448885
1609,7.4644485
1610,7.447622
1611,8.092702
1612,8.054677
1613,8.066949
1614,8.050063
1615,8.002192
1616,7.209031
1617,7.3701525
1618,6.8846416
1619,6.6861897
1620,6.2016783
1621,-0.87293255
1622,-0.9096805
1623,-0.48352873
1624,-1.0329009
1625,-1.5308062
1626,-2.4665375
1627,-4.3193007
1628,-3.7801628
1629,-0.98142636
1630,1.2165173
1631,3.8302207
1632,5.7921014
1633,5.2367435
1634,6.503265
1635,6.4603257
1636,5.2569532
1637,4.045342
1638,2.879334
1639,2.8126483
1640,2.342586
1641,2.3398046
1642,2.3174267
1643,1.6651562
1644,1.7237892
1645,0.77216995
1646,1.1790134
1647,0.9459659
1648,1.1566013
1649,1.2064437
1650,-0.17231238
1651,1.1734613
1652,1.1288326
1653,2.348607
1654,2.8331337
1655,3.8494081
1656,5.035621
1657,2.867519
1658,2.3790927
1659,1.4414096
1660,1.3883914
1661,1.351006
1662,1.3156104
1663,1.3435028
1664,1.3226993
1665,1.3502587
1666,1.6796039
1667,1.6181556
1668,1.8643125
1669,1.8623669
1670,1.8381371
1671,1.7546426
1672,1.2445353
1673,1.3970181
1674,1.315692
1675,1.2640871
1676,1.2598048
1677,1.2035996
1678,2.4081855
1679,2.4073439
1680,2.8488522
1681,2.8696437
1682,4.079269
1683,4.0631695
1684,4.0613008
1685,4.131476
1686,3.9519992
1687,3.9866757
1688,3.853715
1689,2.7944403
1690,2.801745
1691,2.4875264
1692,1.8000716
1693,1.752278
1694,1.2647916
1695,1.0780919
1696,0.52163494
1697,0.6440438
1698,0.089095
1699,0.068107486
1700,0.21203935
1701,1.0315889
1702,1.0530565
1703,1.1245645
1704,1.1334311
1705,1.1916583
1706,1.2374791
1707,2.506349
1708,2.4094892
1709,2.3932657
1710,1.1054379
1711,0.13879693
1712,0.31876814
1713,0.07721579
1714,0.07866466
1715,-0.28122985
1716,-0.38398612
1717,-0.84825957
1718,-0.8042034
1719,-0.85129845
1720,-1.3941137
1721,-1.3209382
1722,-1.8519946
1723,-1.8488189
1724,-0.9403211
1725,-0.91703475
1726,-0.833542
1727,-0.8254708
